lon,lat,d,st
-118.7084,34.2851,1,CA
-118.0813,33.6432,1,CA
-118.0202,34.4677,0,CA
-118.7377,33.8937,0,CA
-117.7404,33.9155,0,CA
-118.4937,34.4576,0,CA
-118.3803,33.6361,1,CA
-117.7939,34.3055,1,CA
-118.7723,34.1400,1,CA
-117.9157,33.7144,0,CA
-118.2004,34.5078,0,CA
-118.6375,33.7633,0,CA
-117.7079,34.0677,0,CA
-118.6419,34.3635,0,CA
-118.1943,33.6226,0,CA
-117.9201,34.4196,0,CA
-118.7723,33.9852,0,CA
-117.7895,33.8286,0,CA
-118.3866,34.4942,0,CA
-118.4891,33.6690,1,CA
-117.7405,34.2203,0,CA
-118.7423,34.2328,1,CA
-118.0136,33.6628,1,CA
-118.0862,34.4911,0,CA
-118.7081,33.8396,1,CA
-117.7180,33.9720,0,CA
-118.5563,34.4285,0,CA
-118.3104,33.6226,0,CA
-117.8344,34.3546,0,CA
-118.7825,34.0811,1,CA
-117.8602,33.7522,1,CA
-118.2722,34.5110,1,CA
-118.5872,33.7207,1,CA
-117.7103,34.1273,0,CA
-118.6887,34.3183,0,CA
-118.1228,33.6298,0,CA
-117.9786,34.4543,0,CA
-118.7575,33.9269,0,CA
-117.7529,33.8799,0,CA
-118.4555,34.4768,1,CA
-118.4241,33.6433,0,CA
-117.7674,34.2757,0,CA
-118.7675,34.1768,0,CA
-117.9493,33.6899,0,CA
-118.1557,34.5070,1,CA
-118.6699,33.7889,0,CA
-117.7049,34.0307,0,CA
-118.6139,34.3925,2,CA
-118.2385,33.6169,0,CA
-117.8828,34.3990,0,CA
-118.7831,34.0213,1,CA
-117.8109,33.7960,2,CA
-118.3442,34.5063,1,CA
-118.5302,33.6839,1,CA
-117.7223,34.1863,1,CA
-118.7280,34.2680,1,CA
-118.0528,33.6449,1,CA
-118.0426,34.4823,1,CA
-118.7332,33.8704,0,CA
-117.7247,33.9352,0,CA
-118.5213,34.4518,2,CA
-118.3552,33.6249,1,CA
-117.8033,34.3278,1,CA
-118.7836,34.1183,1,CA
-117.8897,33.7241,1,CA
-118.2275,34.5152,1,CA
-118.6236,33.7426,1,CA
-117.7013,34.0908,1,CA
-118.6655,34.3502,1,CA
-118.1660,33.6192,1,CA
-117.9382,34.4379,1,CA
-118.7739,33.9616,0,CA
-117.7690,33.8451,1,CA
-118.4152,34.4935,1,CA
-118.4674,33.6536,1,CA
-117.7439,34.2438,1,CA
-118.7589,34.2135,1,CA
-117.9855,33.6677,1,CA
-118.1108,34.5031,1,CA
-118.6998,33.8169,1,CA
-117.7057,33.9934,1,CA
-118.5829,34.4196,1,CA
-118.2835,33.6143,1,CA
-117.8474,34.3758,1,CA
-118.7902,34.0582,1,CA
-117.8359,33.7648,1,CA
-118.3004,34.5153,1,CA
-118.5699,33.7018,1,CA
-117.7076,34.1509,1,CA
-118.7100,34.3023,1,CA
-118.0941,33.6296,0,CA
-117.9997,34.4705,0,CA
-118.7552,33.9032,0,CA
-117.7352,33.8987,2,CA
-118.4838,34.4729,0,CA
-118.4000,33.6304,3,CA
-117.7747,34.2987,1,CA
-118.7810,34.1558,0,CA
-117.9222,33.6980,1,CA
-118.1822,34.5163,0,CA
-118.6579,33.7672,0,CA
-117.6961,34.0534,1,CA
-118.6389,34.3806,0,CA
-118.2104,33.6116,0,CA
-117.8992,34.4186,1,CA
-118.7869,33.9976,1,CA
-117.7888,33.8113,1,CA
-118.3730,34.5074,1,CA
-118.5099,33.6670,1,CA
-117.7235,34.2102,1,CA
-118.7465,34.2497,1,CA
-118.0242,33.6480,1,CA
-118.0662,34.4961,1,CA
-118.7270,33.8471,0,CA
-117.7103,33.9559,1,CA
-118.5489,34.4447,1,CA
-118.3290,33.6148,1,CA
-117.8143,34.3499,1,CA
-118.7935,34.0958,1,CA
-117.8641,33.7352,1,CA
-118.2554,34.5214,1,CA
-118.6080,33.7225,1,CA
-117.6964,34.1143,1,CA
-118.6884,34.3356,1,CA
-118.1372,33.6172,1,CA
-117.9578,34.4556,1,CA
-118.7739,33.9376,1,CA
-117.7495,33.8628,1,CA
-118.4440,34.4913,1,CA
-118.4444,33.6391,1,CA
-117.7490,34.2674,1,CA
-118.7744,34.1932,1,CA
-117.9576,33.6740,1,CA
-118.1366,34.5141,2,CA
-118.6898,33.7943,1,CA
-117.6947,34.0156,1,CA
-118.6091,34.4094,1,CA
-118.2558,33.6071,1,CA
-117.8621,34.3965,1,CA
-118.7963,34.0347,1,CA
-117.8122,33.7787,1,CA
-118.3292,34.5183,1,CA
-118.5512,33.6834,1,CA
-117.7065,34.1750,1,CA
-118.7304,34.2852,1,CA
-118.0651,33.6308,1,CA
-118.0220,34.4858,1,CA
-118.7512,33.8793,1,CA
-117.7187,33.9185,1,CA
-118.5122,34.4675,1,CA
-118.3747,33.6185,1,CA
-117.7837,34.3216,1,CA
-118.7930,34.1338,1,CA
-117.8954,33.7074,1,CA
-118.2096,34.5243,1,CA
-118.6442,33.7459,1,CA
-117.6888,34.0768,1,CA
-118.6633,34.3675,1,CA
-118.1817,33.6077,1,CA
-117.9172,34.4376,1,CA
-118.7892,33.9735,1,CA
-117.7675,33.8278,1,CA
-118.4021,34.5071,1,CA
-118.4882,33.6509,1,CA
-117.7264,34.2342,1,CA
-118.7640,34.2304,1,CA
-117.9956,33.6524,1,CA
-118.0910,34.5088,1,CA
-118.7191,33.8238,1,CA
-117.6971,33.9775,1,CA
-118.5762,34.4361,1,CA
-118.3019,33.6058,1,CA
-117.8270,34.3717,1,CA
-118.8019,34.0726,1,CA
-117.8390,33.7475,1,CA
-118.2840,34.5263,1,CA
-118.5909,33.7028,1,CA
-117.6930,34.1384,1,CA
-118.7105,34.3197,1,CA
-118.1079,33.6165,1,CA
-117.9788,34.4724,1,CA
-118.7722,33.9134,1,CA
-117.7311,33.8816,1,CA
-118.4730,34.4878,1,CA
-118.4202,33.6255,1,CA
-117.7558,34.2910,1,CA
-118.7886,34.1720,1,CA
-117.9298,33.6817,1,CA
-118.1634,34.5240,1,CA
-118.6781,33.7721,1,CA
-117.6852,34.0386,1,CA
-118.6348,34.3978,1,CA
-118.2274,33.6013,1,CA
-117.8783,34.4168,1,CA
-118.8009,34.0107,1,CA
-117.7892,33.7938,1,CA
-118.3585,34.5200,1,CA
-118.5309,33.6658,1,CA
-117.7071,34.1993,1,CA
-118.7498,34.2669,1,CA
-118.0359,33.6334,1,CA
-118.0457,34.5002,1,CA
-118.7454,33.8554,1,CA
-117.7035,33.9394,1,CA
-118.5404,34.4607,1,CA
-118.3483,33.6077,1,CA
-117.7943,34.3443,1,CA
-118.8037,34.1111,1,CA
-117.8691,33.7182,1,CA
-118.2379,34.5311,1,CA
-118.6289,33.7251,1,CA
-117.6831,34.1007,1,CA
-118.6870,34.3530,1,CA
-118.1524,33.6051,1,CA
-117.9367,34.4559,1,CA
-118.7898,33.9491,1,CA
-117.7472,33.8454,1,CA
-118.4316,34.5054,1,CA
-118.4651,33.6356,1,CA
-117.7310,34.2584,1,CA
-118.7803,34.2100,1,CA
-117.9669,33.6583,1,CA
-118.1169,34.5205,0,CA
-118.7094,33.8007,0,CA
-117.6854,33.9999,1,CA
-118.6032,34.4262,1,CA
-118.2739,33.5981,1,CA
-117.8414,34.3931,1,CA
-118.8088,34.0488,1,CA
-117.8145,33.7613,1,CA
-118.3133,34.5299,1,CA
-118.5723,33.6838,1,CA
-117.6912,34.1629,1,CA
-118.7317,34.3027,1,CA
-118.0784,33.6172,1,CA
-118.0011,34.4885,1,CA
-118.7687,33.8891,1,CA
-117.7137,33.9015,1,CA
-118.5020,34.4828,1,CA
-118.3947,33.6129,1,CA
-117.7643,34.3145,1,CA
-118.8015,34.1499,1,CA
-117.9023,33.6908,1,CA
-118.1911,34.5327,1,CA
-118.6647,33.7501,1,CA
-117.6771,34.0622,1,CA
-118.6600,34.3848,1,CA
-118.1982,33.5967,1,CA
-117.8961,34.4364,1,CA
-118.8038,33.9862,1,CA
-117.7671,33.8102,1,CA
-118.3881,34.5203,1,CA
-118.5092,33.6490,0,CA
-117.7093,34.2238,0,CA
-118.7681,34.2476,0,CA
-118.0066,33.6375,0,CA
-118.0706,34.5137,0,CA
-118.7380,33.8316,0,CA
-117.6895,33.9611,0,CA
-118.5684,34.4524,1,CA
-118.3209,33.5981,0,CA
-117.8067,34.3667,0,CA
-118.8129,34.0877,0,CA
-117.8432,33.7303,0,CA
-118.2669,34.5366,0,CA
-118.6120,33.7048,2,CA
-117.6790,34.1252,1,CA
-118.7100,34.3373,0,CA
-118.1226,33.6038,0,CA
-117.9576,34.4735,0,CA
-118.7886,33.9245,0,CA
-117.7279,33.8643,0,CA
-118.4611,34.5024,0,CA
-118.4408,33.6214,0,CA
-117.7373,34.2825,0,CA
-118.7954,34.1887,1,CA
-117.9384,33.6657,2,CA
-118.1439,34.5310,1,CA
-118.6981,33.7778,0,CA
-117.6750,34.0231,0,CA
-118.6297,34.4148,0,CA
-118.2451,33.5916,1,CA
-117.8573,34.4140,0,CA
-118.8141,34.0245,2,CA
-117.7907,33.7763,0,CA
-118.3431,34.5321,0,CA
-118.5521,33.6655,1,CA
-117.6912,34.1876,1,CA
-118.7520,34.2844,1,CA
-118.0486,33.6193,1,CA
-118.0249,34.5036,1,CA
-118.7636,33.8647,1,CA
-117.6976,33.9224,2,CA
-118.5309,34.4764,1,CA
-118.3682,33.6014,1,CA
-117.7746,34.3378,1,CA
-118.8130,34.1270,1,CA
-117.8751,33.7013,1,CA
-118.2197,34.5402,0,CA
-118.6497,33.7286,0,CA
-117.6707,34.0865,1,CA
-118.6846,34.3705,1,CA
-118.1685,33.5935,0,CA
-117.9154,34.4555,1,CA
-118.8050,33.9614,2,CA
-117.7460,33.8279,0,CA
-118.4181,34.5191,1,CA
-118.4862,33.6331,1,CA
-117.7133,34.2485,0,CA
-118.7852,34.2271,1,CA
-117.9773,33.6429,1,CA
-118.0967,34.5260,1,CA
-118.7289,33.8079,0,CA
-117.6769,33.9837,0,CA
-118.5962,34.4428,0,CA
-118.2926,33.5897,0,CA
-117.8207,34.3888,0,CA
-118.8205,34.0636,0,CA
-117.8179,33.7438,0,CA
-118.2966,34.5408,0,CA
-118.5935,33.6851,0,CA
-117.6766,34.1500,0,CA
-118.7320,34.3203,0,CA
-118.0925,33.6040,1,CA
-117.9799,34.4902,0,CA
-118.7858,33.8996,0,CA
-117.7097,33.8842,1,CA
-118.4908,34.4978,2,CA
-118.4152,33.6081,0,CA
-117.7453,34.3066,0,CA
-118.8091,34.1664,2,CA
-117.9102,33.6744,1,CA
-118.1719,34.5404,1,CA
-118.6851,33.7552,0,CA
-117.6662,34.0470,2,CA
-118.6557,34.4021,1,CA
-118.2155,33.5864,0,CA
-117.8749,34.4344,0,CA
-118.8177,33.9996,1,CA
-117.7678,33.7926,1,CA
-118.3733,34.5329,1,CA
-118.5305,33.6480,1,CA
-117.6928,34.2126,0,CA
-118.7712,34.2651,1,CA
-118.0186,33.6228,1,CA
-118.0498,34.5177,1,CA
-118.7567,33.8402,1,CA
-117.6828,33.9443,0,CA
-118.5597,34.4686,1,CA
-118.3406,33.5911,0,CA
-117.7865,34.3609,0,CA
-118.8230,34.1033,0,CA
-117.8484,33.7132,0,CA
-118.2490,34.5463,1,CA
-118.6331,33.7077,1,CA
-117.6658,34.1112,2,CA
-118.7084,34.3550,0,CA
-118.1382,33.5917,1,CA
-117.9362,34.4737,0,CA
-118.8046,33.9363,2,CA
-117.7258,33.8466,1,CA
-118.4483,34.5165,1,CA
-118.4618,33.6181,1,CA
-117.7191,34.2732,1,CA
-118.8011,34.2057,0,CA
-117.9481,33.6498,0,CA
-118.1239,34.5373,0,CA
-118.7180,33.7844,1,CA
-117.6658,34.0071,0,CA
-118.6235,34.4318,1,CA
-118.2635,33.5825,0,CA
-117.8364,34.4104,0,CA
-118.8265,34.0389,1,CA
-117.7933,33.7587,1,CA
-118.3268,34.5436,1,CA
-118.5735,33.6661,1,CA
-117.6758,34.1752,1,CA
-118.7531,34.3022,0,CA
-118.0621,33.6056,2,CA
-118.0036,34.5061,2,CA
-118.7812,33.8747,1,CA
-117.6928,33.9051,1,CA
-118.5204,34.4919,1,CA
-118.3885,33.5959,2,CA
-117.7551,34.3305,1,CA
-118.8214,34.1433,1,CA
-117.8823,33.6846,1,CA
-118.2007,34.5485,0,CA
-118.6705,33.7331,1,CA
-117.6590,34.0716,1,CA
-118.6811,34.3881,1,CA
-118.1854,33.5826,1,CA
-117.8940,34.4541,1,CA
-118.8197,33.9744,1,CA
-117.7457,33.8101,2,CA
-118.4038,34.5323,1,CA
-118.5075,33.6313,1,CA
-117.6962,34.2378,0,CA
-118.7892,34.2446,0,CA
-117.9887,33.6278,0,CA
-118.0760,34.5308,0,CA
-118.7480,33.8159,1,CA
-117.6694,33.9670,0,CA
-118.5881,34.4593,0,CA
-118.3120,33.5820,4,CA
-117.8002,34.3836,4,CA
-118.8314,34.0789,0,CA
-117.8223,33.7264,1,CA
-120.0067,37.0431,2,CA
-120.0160,37.0499,0,CA
-120.0052,37.0290,2,CA
-119.9935,37.0568,1,CA
-120.0314,37.0396,1,CA
-119.9831,37.0311,1,CA
-120.0147,37.0668,0,CA
-120.0220,37.0196,1,CA
-119.9735,37.0528,1,CA
-120.0415,37.0545,1,CA
-119.9900,37.0145,2,CA
-119.9943,37.0747,0,CA
-120.0443,37.0257,1,CA
-119.9626,37.0354,1,CA
-120.0337,37.0737,0,CA
-120.0130,37.0047,0,CA
-119.9684,37.0689,1,CA
-120.0584,37.0448,1,CA
-119.9691,37.0132,0,CA
-120.0093,37.0866,1,CA
-120.0426,37.0088,1,CA
-119.9499,37.0492,1,CA
-120.0550,37.0699,1,CA
-119.9936,36.9963,0,CA
-119.9762,37.0856,0,CA
-120.0664,37.0279,0,CA
-119.9488,37.0217,1,CA
-120.0319,37.0910,1,CA
-120.0292,36.9933,0,CA
-119.9470,37.0682,0,CA
-120.0731,37.0571,0,CA
-119.9690,36.9963,2,CA
-119.9947,37.0989,0,CA
-120.0637,37.0079,1,CA
-122.5471,37.9867,1,CA
-122.5564,37.9935,0,CA
-122.5455,37.9726,1,CA
-122.5337,38.0005,1,CA
-122.5721,37.9832,0,CA
-122.5231,37.9747,0,CA
-122.5551,38.0104,0,CA
-122.5625,37.9632,0,CA
-122.5134,37.9964,0,CA
-122.5823,37.9982,0,CA
-122.5301,37.9581,0,CA
-122.5345,38.0184,0,CA
-122.5851,37.9693,0,CA
-122.5024,37.9790,0,CA
-122.5744,38.0173,0,CA
-122.5534,37.9483,2,CA
-122.5083,38.0125,0,CA
-122.5993,37.9884,0,CA
-122.5089,37.9568,0,CA
-122.5496,38.0302,0,CA
-122.5834,37.9524,0,CA
-122.4895,37.9928,0,CA
-122.5959,38.0135,0,CA
-122.5337,37.9399,1,CA
-122.5162,38.0292,0,CA
-122.6075,37.9715,0,CA
-122.4883,37.9653,0,CA
-122.5725,38.0346,0,CA
-122.5698,37.9369,0,CA
-122.4866,38.0118,0,CA
-122.6143,38.0007,1,CA
-122.5089,37.9399,1,CA
-122.5349,38.0425,1,CA
-122.6047,37.9515,1,CA
-122.4733,37.9819,1,CA
-122.5980,38.0301,1,CA
-122.5467,37.9267,1,CA
-122.4952,38.0318,1,CA
-122.6250,37.9810,0,CA
-122.4840,37.9490,1,CA
-122.5614,38.0489,1,CA
-122.5903,37.9325,1,CA
-122.4678,38.0038,1,CA
-122.6211,38.0166,1,CA
-122.5178,37.9245,1,CA
-122.5150,38.0488,1,CA
-122.6248,37.9577,1,CA
-122.4640,37.9665,1,CA
-122.5915,38.0465,1,CA
-122.5657,37.9183,1,CA
-122.4739,38.0277,1,CA
-122.6370,37.9955,1,CA
-122.4878,37.9318,0,CA
-122.5437,38.0595,0,CA
-122.6125,37.9344,1,CA
-122.4531,37.9905,0,CA
-122.6203,38.0344,2,CA
-122.5338,37.9119,0,CA
-122.4923,38.0494,0,CA
-122.6421,37.9695,0,CA
-122.4616,37.9485,0,CA
-119.9572,37.5427,4,CA
-119.9665,37.5495,4,CA
-119.9557,37.5287,4,CA
-119.9439,37.5565,4,CA
-119.9821,37.5393,4,CA
-119.9334,37.5307,4,CA
-119.9652,37.5664,4,CA
-123.3972,39.2853,4,CA
-123.4068,39.2921,4,CA
-123.3956,39.2712,4,CA
-123.3836,39.2991,4,CA
-123.4227,39.2818,4,CA
-123.3729,39.2733,4,CA
-123.4054,39.3090,2,CA
-123.4130,39.2618,4,CA
-123.3629,39.2950,4,CA
-123.4331,39.2968,4,CA
-123.3799,39.2567,4,CA
-123.3844,39.3170,4,CA
-123.4360,39.2680,4,CA
-123.3517,39.2776,4,CA
-123.4250,39.3159,4,CA
-123.4037,39.2469,2,CA
-123.3577,39.3111,4,CA
-123.4505,39.2870,2,CA
-123.3584,39.2554,4,CA
-123.3998,39.3289,4,CA
-123.4342,39.2510,4,CA
-123.3385,39.2914,4,CA
-123.4470,39.3121,4,CA
-120.6240,37.2810,1,CA
-120.6333,37.2878,1,CA
-120.6224,37.2669,1,CA
-120.6107,37.2948,2,CA
-120.6487,37.2775,0,CA
-120.6003,37.2690,1,CA
-120.6320,37.3047,0,CA
-120.6393,37.2575,0,CA
-120.5906,37.2907,0,CA
-120.6588,37.2925,1,CA
-120.6071,37.2524,1,CA
-120.6115,37.3127,2,CA
-120.6617,37.2636,3,CA
-120.5797,37.2733,1,CA
-120.6510,37.3116,1,CA
-120.6302,37.2426,1,CA
-120.5855,37.3068,1,CA
-120.6758,37.2827,0,CA
-120.5862,37.2511,1,CA
-120.6265,37.3246,1,CA
-120.6600,37.2467,1,CA
-120.5669,37.2871,1,CA
-120.6724,37.3078,2,CA
-120.6108,37.2342,1,CA
-120.5934,37.3235,1,CA
-120.6839,37.2658,1,CA
-120.5658,37.2596,2,CA
-120.6492,37.3289,2,CA
-120.6465,37.2312,1,CA
-120.5641,37.3061,1,CA
-120.6906,37.2950,1,CA
-120.5861,37.2342,1,CA
-120.6119,37.3368,0,CA
-120.6811,37.2458,0,CA
-120.5510,37.2762,1,CA
-120.6745,37.3244,0,CA
-120.6236,37.2210,1,CA
-120.5726,37.3261,0,CA
-120.7011,37.2753,0,CA
-120.5615,37.2433,0,CA
-120.6382,37.3432,0,CA
-120.6669,37.2268,2,CA
-120.5454,37.2981,2,CA
-120.6973,37.3110,1,CA
-120.5950,37.2188,1,CA
-120.5922,37.3431,0,CA
-120.7010,37.2520,0,CA
-120.5417,37.2608,1,CA
-120.6680,37.3408,0,CA
-120.6425,37.2126,1,CA
-120.5515,37.3220,0,CA
-120.7131,37.2898,1,CA
-120.5652,37.2261,1,CA
-120.6207,37.3538,0,CA
-120.6888,37.2287,0,CA
-120.5309,37.2848,0,CA
-120.6965,37.3287,1,CA
-120.6109,37.2062,2,CA
-120.5697,37.3437,0,CA
-120.7181,37.2638,1,CA
-120.5393,37.2428,1,CA
-120.6543,37.3553,1,CA
-120.6509,41.5226,2,CA
-120.6608,41.5293,4,CA
-120.6493,41.5085,4,CA
-120.6368,41.5363,4,CA
-120.6772,41.5191,4,CA
-118.9706,37.7633,4,CA
-118.9799,37.7701,4,CA
-118.9690,37.7492,4,CA
-118.9573,37.7771,2,CA
-118.9955,37.7598,4,CA
-121.6462,36.6117,0,CA
-121.6553,36.6185,0,CA
-121.6446,36.5976,0,CA
-121.6330,36.6255,1,CA
-121.6707,36.6082,1,CA
-121.6227,36.5997,0,CA
-121.6541,36.6354,0,CA
-121.6614,36.5882,0,CA
-121.6131,36.6214,0,CA
-121.6807,36.6232,0,CA
-121.6295,36.5831,0,CA
-121.6338,36.6434,0,CA
-121.6835,36.5944,0,CA
-121.6023,36.6040,0,CA
-121.6730,36.6423,0,CA
-121.6524,36.5733,0,CA
-121.6081,36.6375,0,CA
-121.6975,36.6134,0,CA
-121.6087,36.5818,0,CA
-121.6487,36.6553,0,CA
-121.6819,36.5774,0,CA
-121.5896,36.6178,0,CA
-121.6941,36.6385,0,CA
-121.6330,36.5649,0,CA
-121.6158,36.6542,0,CA
-121.7055,36.5965,0,CA
-121.5885,36.5903,0,CA
-121.6712,36.6597,0,CA
-121.6685,36.5619,3,CA
-121.5868,36.6368,0,CA
-121.7121,36.6257,0,CA
-121.6086,36.5649,0,CA
-121.6342,36.6675,0,CA
-121.7027,36.5765,1,CA
-121.5738,36.6069,0,CA
-121.6962,36.6551,0,CA
-121.6458,36.5517,0,CA
-121.5952,36.6568,0,CA
-121.7226,36.6060,0,CA
-121.5842,36.5740,1,CA
-121.6603,36.6739,1,CA
-121.6886,36.5575,1,CA
-121.5683,36.6289,1,CA
-121.7188,36.6417,0,CA
-121.6174,36.5495,0,CA
-121.6147,36.6739,1,CA
-121.7225,36.5827,0,CA
-121.5645,36.5915,1,CA
-121.6898,36.6715,1,CA
-121.6645,36.5433,0,CA
-121.5743,36.6527,1,CA
-121.7344,36.6206,0,CA
-121.5879,36.5568,1,CA
-121.6429,36.6845,1,CA
-121.7104,36.5594,1,CA
-121.5539,36.6155,1,CA
-121.7180,36.6594,0,CA
-121.6332,36.5369,1,CA
-121.5924,36.6744,1,CA
-121.7394,36.5945,1,CA
-121.5622,36.5735,1,CA
-121.6762,36.6860,1,CA
-121.6869,36.5401,1,CA
-121.5551,36.6427,1,CA
-121.7401,36.6384,1,CA
-121.5990,36.5405,1,CA
-121.6208,36.6904,1,CA
-121.7317,36.5671,1,CA
-121.5448,36.5982,1,CA
-121.7099,36.6771,1,CA
-121.6543,36.5283,1,CA
-121.5695,36.6692,1,CA
-121.7519,36.6109,2,CA
-121.5670,36.5546,0,CA
-121.6566,36.6973,1,CA
-121.7110,36.5425,1,CA
-121.5394,36.6277,1,CA
-121.7390,36.6581,2,CA
-121.6166,36.5267,1,CA
-121.5961,36.6910,1,CA
-121.7505,36.5802,1,CA
-121.5421,36.5782,0,CA
-121.6950,36.6934,0,CA
-121.6791,36.5245,2,CA
-121.5479,36.6584,1,CA
-121.7586,36.6306,1,CA
-121.5788,36.5364,0,CA
-121.6324,36.7043,0,CA
-121.7348,36.5506,1,CA
-121.5287,36.6087,0,CA
-121.7307,36.6780,1,CA
-121.6395,36.5165,1,CA
-121.5705,36.6860,0,CA
-121.7651,36.5979,1,CA
-121.5463,36.5571,1,CA
-121.6740,36.7066,1,CA
-121.7058,36.5262,1,CA
-121.5296,36.6426,1,CA
-121.7586,36.6524,1,CA
-121.5972,36.5203,0,CA
-122.3216,38.3291,1,CA
-122.3310,38.3358,0,CA
-122.3201,38.3150,0,CA
-122.3082,38.3428,0,CA
-122.3468,38.3256,1,CA
-122.2976,38.3171,1,CA
-122.3298,38.3527,0,CA
-122.3372,38.3056,1,CA
-122.2878,38.3388,1,CA
-122.3570,38.3405,0,CA
-122.3046,38.3004,1,CA
-122.3090,38.3607,2,CA
-122.3599,38.3117,1,CA
-122.2768,38.3213,1,CA
-122.3491,38.3597,0,CA
-122.3280,38.2907,1,CA
-122.2827,38.3549,1,CA
-122.3742,38.3308,0,CA
-122.2833,38.2991,0,CA
-122.3242,38.3726,0,CA
-122.3582,38.2947,1,CA
-122.2638,38.3352,1,CA
-122.3707,38.3559,0,CA
-122.3082,38.2823,1,CA
-122.2906,38.3716,1,CA
-122.3824,38.3139,1,CA
-122.2626,38.3077,0,CA
-122.3472,38.3770,2,CA
-122.3445,38.2793,0,CA
-122.2609,38.3541,1,CA
-122.3892,38.3430,1,CA
-122.2833,38.2822,1,CA
-122.3094,38.3848,1,CA
-122.3795,38.2939,1,CA
-122.2476,38.3243,1,CA
-122.3729,38.3725,1,CA
-122.3213,38.2691,0,CA
-122.2695,38.3741,0,CA
-122.3999,38.3234,0,CA
-120.9165,39.2195,2,CA
-120.9261,39.2263,4,CA
-120.9150,39.2054,4,CA
-120.9029,39.2333,4,CA
-120.9420,39.2160,4,CA
-120.8922,39.2075,4,CA
-120.9248,39.2432,4,CA
-120.9323,39.1960,4,CA
-120.8823,39.2292,4,CA
-120.9523,39.2310,4,CA
-120.8992,39.1909,4,CA
-120.9037,39.2512,4,CA
-120.9552,39.2022,4,CA
-120.8711,39.2118,4,CA
-120.9443,39.2501,4,CA
-120.9230,39.1811,2,CA
-120.8771,39.2453,4,CA
-120.9697,39.2212,4,CA
-120.8777,39.1896,2,CA
-120.9191,39.2631,4,CA
-120.9535,39.1852,4,CA
-120.8579,39.2256,4,CA
-120.9662,39.2463,4,CA
-120.9030,39.1727,4,CA
-120.8851,39.2620,4,CA
-120.9780,39.2043,4,CA
-117.8629,33.7340,1,CA
-117.8717,33.7407,1,CA
-117.8614,33.7199,1,CA
-117.8502,33.7477,0,CA
-117.8866,33.7305,0,CA
-117.8402,33.7220,1,CA
-117.8705,33.7576,1,CA
-117.8775,33.7105,1,CA
-117.8309,33.7437,1,CA
-117.8962,33.7454,1,CA
-117.8468,33.7053,1,CA
-117.8509,33.7656,0,CA
-117.8989,33.7166,1,CA
-117.8205,33.7262,1,CA
-117.8888,33.7646,0,CA
-117.8689,33.6955,1,CA
-117.8261,33.7597,0,CA
-117.9124,33.7357,1,CA
-117.8267,33.7040,1,CA
-117.8653,33.7775,1,CA
-117.8973,33.6996,1,CA
-117.8083,33.7401,1,CA
-117.9092,33.7607,0,CA
-117.8502,33.6872,1,CA
-117.8336,33.7765,1,CA
-117.9202,33.7188,1,CA
-117.8072,33.7126,1,CA
-117.8870,33.7819,0,CA
-117.8844,33.6842,0,CA
-117.8056,33.7590,1,CA
-117.9266,33.7479,0,CA
-117.8267,33.6871,0,CA
-117.8514,33.7897,0,CA
-117.9175,33.6988,1,CA
-117.7930,33.7291,0,CA
-117.9112,33.7774,1,CA
-117.8625,33.6740,1,CA
-117.8137,33.7790,1,CA
-117.9367,33.7283,0,CA
-117.8031,33.6962,0,CA
-117.8765,33.7962,0,CA
-117.9039,33.6798,1,CA
-117.7877,33.7511,0,CA
-117.9330,33.7639,0,CA
-117.8352,33.6718,0,CA
-117.8325,33.7961,0,CA
-117.9366,33.7049,0,CA
-117.7841,33.7138,2,CA
-117.9050,33.7937,0,CA
-117.8806,33.6655,0,CA
-117.7936,33.7749,0,CA
-117.9481,33.7428,0,CA
-117.8067,33.6790,1,CA
-117.8597,33.8067,1,CA
-117.9249,33.6816,0,CA
-117.7738,33.7377,1,CA
-117.9322,33.7816,0,CA
-117.8503,33.6592,0,CA
-117.8109,33.7967,0,CA
-117.9529,33.7167,1,CA
-117.7818,33.6958,2,CA
-117.8919,33.8082,1,CA
-117.9022,33.6623,1,CA
-117.7750,33.7650,1,CA
-117.9536,33.7607,1,CA
-117.8174,33.6628,1,CA
-117.8384,33.8126,2,CA
-117.9454,33.6893,0,CA
-117.7651,33.7204,0,CA
-117.9244,33.7994,0,CA
-117.8707,33.6505,1,CA
-117.7888,33.7915,1,CA
-117.9649,33.7331,1,CA
-117.7865,33.6769,1,CA
-117.8729,33.8196,1,CA
-117.9254,33.6647,1,CA
-117.7598,33.7500,1,CA
-117.9525,33.7803,0,CA
-117.8343,33.6489,0,CA
-117.8145,33.8132,1,CA
-117.9635,33.7025,0,CA
-117.7624,33.7004,1,CA
-117.9100,33.8156,1,CA
-117.8946,33.6468,1,CA
-117.7681,33.7807,1,CA
-117.9714,33.7529,1,CA
-117.7979,33.6586,0,CA
-117.8496,33.8266,0,CA
-117.9484,33.6728,1,CA
-117.7495,33.7310,0,CA
-117.9445,33.8002,1,CA
-117.8565,33.6387,1,CA
-117.7899,33.8082,1,CA
-117.9776,33.7202,1,CA
-117.7665,33.6794,1,CA
-117.8897,33.8288,1,CA
-117.9205,33.6485,1,CA
-117.7504,33.7648,1,CA
-117.9714,33.7746,1,CA
-117.8156,33.6425,1,CA
-117.8233,33.8284,0,CA
-117.9693,33.6863,1,CA
-117.7452,33.7092,1,CA
-117.9299,33.8188,1,CA
